row,cnpj_raw,cnpj_digits,reason
227,54.808.271/0001-05,54808271000105,not_found_in_Pagina1
230,40.665.692/0001-01,40665692000101,not_found_in_Pagina1
231,41973236000191,41973236000191,not_found_in_Pagina1
232,51.407.355/0001-30,51407355000130,not_found_in_Pagina1
235,06.943.755/0001-06,06943755000106,not_found_in_Pagina1
236,55.200.645/0001-60,55200645000160,not_found_in_Pagina1
237,33.543.423/0001-07,33543423000107,not_found_in_Pagina1
238,05.385.526/0001-50,05385526000150,not_found_in_Pagina1
253,33239459000282,33239459000282,not_found_in_Pagina1
255,43.707.841/0001-46,43707841000146,not_found_in_Pagina1
257,37406392000101,37406392000101,not_found_in_Pagina1
274,61550720000115,61550720000115,not_found_in_Pagina1
276,11.879.956/0005-55,11879956000555,not_found_in_Pagina1
282,,,empty
283,,,empty
284,,,empty
285,,,empty
286,,,empty
287,,,empty
288,,,empty
289,,,empty
290,,,empty
291,,,empty
292,,,empty
293,,,empty
294,,,empty
295,,,empty
296,,,empty
297,,,empty
298,,,empty
299,,,empty
300,,,empty
301,,,empty
302,,,empty
303,,,empty
304,,,empty
305,,,empty
306,,,empty
307,,,empty
308,,,empty
309,,,empty
310,,,empty
311,,,empty
312,,,empty
313,,,empty
314,,,empty
315,,,empty
316,,,empty
317,,,empty
318,,,empty
319,,,empty
320,,,empty
321,,,empty
322,,,empty
323,,,empty
324,,,empty
325,,,empty
326,,,empty
327,,,empty
328,,,empty
329,,,empty
330,,,empty
331,,,empty
332,,,empty
333,,,empty
334,,,empty
335,,,empty
336,,,empty
337,,,empty
338,,,empty
339,,,empty
340,,,empty
341,,,empty
342,,,empty
343,,,empty
344,,,empty
345,,,empty
346,,,empty
347,,,empty
348,,,empty
349,,,empty
350,,,empty
351,,,empty
352,,,empty
353,,,empty
354,,,empty
355,,,empty
356,,,empty
357,,,empty
358,,,empty
359,,,empty
360,,,empty
361,,,empty
362,,,empty
363,,,empty
364,,,empty
365,,,empty
366,,,empty
367,,,empty
368,,,empty
369,,,empty
370,,,empty
371,,,empty
372,,,empty
373,,,empty
374,,,empty
375,,,empty
376,,,empty
377,,,empty
378,,,empty
379,,,empty
380,,,empty
381,,,empty
382,,,empty
383,,,empty
384,,,empty
385,,,empty
386,,,empty
387,,,empty
388,,,empty
389,,,empty
390,,,empty
391,,,empty
392,,,empty
393,,,empty
394,,,empty
395,,,empty
396,,,empty
397,,,empty
398,,,empty
399,,,empty
400,,,empty
401,,,empty
402,,,empty
403,,,empty
404,,,empty
405,,,empty
406,,,empty
407,,,empty
408,,,empty
409,,,empty
410,,,empty
411,,,empty
412,,,empty
413,,,empty
414,,,empty
415,,,empty
416,,,empty
417,,,empty
418,,,empty
419,,,empty
420,,,empty
421,,,empty
422,,,empty
423,,,empty
424,,,empty
425,,,empty
426,,,empty
427,,,empty
428,,,empty
429,,,empty
430,,,empty
431,,,empty
432,,,empty
433,,,empty
434,,,empty
435,,,empty
436,,,empty
437,,,empty
438,,,empty
439,,,empty
440,,,empty
441,,,empty
442,,,empty
443,,,empty
444,,,empty
445,,,empty
446,,,empty
447,,,empty
448,,,empty
449,,,empty
450,,,empty
451,,,empty
452,,,empty
453,,,empty
454,,,empty
455,,,empty
456,,,empty
457,,,empty
458,,,empty
459,,,empty
460,,,empty
461,,,empty
462,,,empty
463,,,empty
464,,,empty
465,,,empty
466,,,empty
467,,,empty
468,,,empty
469,,,empty
470,,,empty
471,,,empty
472,,,empty
473,,,empty
474,,,empty
475,,,empty
476,,,empty
477,,,empty
478,,,empty
479,,,empty
480,,,empty
481,,,empty
482,,,empty
483,,,empty
484,,,empty
485,,,empty
486,,,empty
487,,,empty
488,,,empty
489,,,empty
490,,,empty
491,,,empty
492,,,empty
493,,,empty
494,,,empty
495,,,empty
496,,,empty
497,,,empty
498,,,empty
499,,,empty
500,,,empty
501,,,empty
502,,,empty
503,,,empty
504,,,empty
505,,,empty
506,,,empty
507,,,empty
508,,,empty
509,,,empty
510,,,empty
511,,,empty
512,,,empty
513,,,empty
514,,,empty
515,,,empty
516,,,empty
517,,,empty
518,,,empty
519,,,empty
520,,,empty
521,,,empty
522,,,empty
523,,,empty
524,,,empty
525,,,empty
526,,,empty
527,,,empty
528,,,empty
529,,,empty
530,,,empty
531,,,empty
532,,,empty
533,,,empty
534,,,empty
535,,,empty
536,,,empty
537,,,empty
538,,,empty
539,,,empty
540,,,empty
541,,,empty
542,,,empty
543,,,empty
544,,,empty
545,,,empty
546,,,empty
547,,,empty
548,,,empty
549,,,empty
550,,,empty
551,,,empty
552,,,empty
553,,,empty
554,,,empty
555,,,empty
556,,,empty
557,,,empty
558,,,empty
559,,,empty
560,,,empty
561,,,empty
562,,,empty
563,,,empty
564,,,empty
565,,,empty
566,,,empty
567,,,empty
568,,,empty
569,,,empty
570,,,empty
571,,,empty
572,,,empty
573,,,empty
574,,,empty
575,,,empty
576,,,empty
577,,,empty
578,,,empty
579,,,empty
580,,,empty
581,,,empty
582,,,empty
583,,,empty
584,,,empty
585,,,empty
586,,,empty
587,,,empty
588,,,empty
589,,,empty
590,,,empty
591,,,empty
592,,,empty
593,,,empty
594,,,empty
595,,,empty
596,,,empty
597,,,empty
598,,,empty
599,,,empty
600,,,empty
601,,,empty
602,,,empty
603,,,empty
604,,,empty
605,,,empty
606,,,empty
607,,,empty
608,,,empty
609,,,empty
610,,,empty
611,,,empty
612,,,empty
613,,,empty
614,,,empty
615,,,empty
616,,,empty
617,,,empty
618,,,empty
619,,,empty
620,,,empty
621,,,empty
622,,,empty
623,,,empty
624,,,empty
625,,,empty
626,,,empty
627,,,empty
628,,,empty
629,,,empty
630,,,empty
631,,,empty
632,,,empty
633,,,empty
634,,,empty
635,,,empty
636,,,empty
637,,,empty
638,,,empty
639,,,empty
640,,,empty
641,,,empty
642,,,empty
643,,,empty
644,,,empty
645,,,empty
646,,,empty
647,,,empty
648,,,empty
649,,,empty
650,,,empty
651,,,empty
652,,,empty
653,,,empty
654,,,empty
655,,,empty
656,,,empty
657,,,empty
658,,,empty
659,,,empty
660,,,empty
661,,,empty
662,,,empty
663,,,empty
664,,,empty
665,,,empty
666,,,empty
667,,,empty
668,,,empty
669,,,empty
670,,,empty
671,,,empty
672,,,empty
673,,,empty
674,,,empty
675,,,empty
676,,,empty
677,,,empty
678,,,empty
679,,,empty
680,,,empty
681,,,empty
682,,,empty
683,,,empty
684,,,empty
685,,,empty
686,,,empty
687,,,empty
688,,,empty
689,,,empty
690,,,empty
691,,,empty
692,,,empty
693,,,empty
694,,,empty
695,,,empty
696,,,empty
697,,,empty
698,,,empty
699,,,empty
700,,,empty
701,,,empty
702,,,empty
703,,,empty
704,,,empty
705,,,empty
706,,,empty
707,,,empty
708,,,empty
709,,,empty
710,,,empty
711,,,empty
712,,,empty
713,,,empty
714,,,empty
715,,,empty
716,,,empty
717,,,empty
718,,,empty
719,,,empty
720,,,empty
721,,,empty
722,,,empty
723,,,empty
724,,,empty
725,,,empty
726,,,empty
727,,,empty
728,,,empty
729,,,empty
730,,,empty
731,,,empty
732,,,empty
733,,,empty
734,,,empty
735,,,empty
736,,,empty
737,,,empty
738,,,empty
739,,,empty
740,,,empty
741,,,empty
742,,,empty
743,,,empty
744,,,empty
745,,,empty
746,,,empty
747,,,empty
748,,,empty
749,,,empty
750,,,empty
751,,,empty
752,,,empty
753,,,empty
754,,,empty
755,,,empty
756,,,empty
757,,,empty
758,,,empty
759,,,empty
760,,,empty
761,,,empty
762,,,empty
763,,,empty
764,,,empty
765,,,empty
766,,,empty
767,,,empty
768,,,empty
769,,,empty
770,,,empty
771,,,empty
772,,,empty
773,,,empty
774,,,empty
775,,,empty
776,,,empty
777,,,empty
778,,,empty
779,,,empty
780,,,empty
781,,,empty
782,,,empty
783,,,empty
784,,,empty
785,,,empty
786,,,empty
787,,,empty
788,,,empty
789,,,empty
790,,,empty
791,,,empty
792,,,empty
793,,,empty
794,,,empty
795,,,empty
796,,,empty
797,,,empty
798,,,empty
799,,,empty
800,,,empty
801,,,empty
802,,,empty
803,,,empty
804,,,empty
805,,,empty
806,,,empty
807,,,empty
808,,,empty
809,,,empty
810,,,empty
811,,,empty
812,,,empty
813,,,empty
814,,,empty
815,,,empty
816,,,empty
817,,,empty
818,,,empty
819,,,empty
820,,,empty
821,,,empty
822,,,empty
823,,,empty
824,,,empty
825,,,empty
826,,,empty
827,,,empty
828,,,empty
829,,,empty
830,,,empty
831,,,empty
832,,,empty
833,,,empty
834,,,empty
835,,,empty
836,,,empty
837,,,empty
838,,,empty
839,,,empty
840,,,empty
841,,,empty
842,,,empty
843,,,empty
844,,,empty
845,,,empty
846,,,empty
847,,,empty
848,,,empty
849,,,empty
850,,,empty
851,,,empty
852,,,empty
853,,,empty
854,,,empty
855,,,empty
856,,,empty
857,,,empty
858,,,empty
859,,,empty
860,,,empty
861,,,empty
862,,,empty
863,,,empty
864,,,empty
865,,,empty
866,,,empty
867,,,empty
868,,,empty
869,,,empty
870,,,empty
871,,,empty
872,,,empty
873,,,empty
874,,,empty
875,,,empty
876,,,empty
877,,,empty
878,,,empty
879,,,empty
880,,,empty
881,,,empty
882,,,empty
883,,,empty
884,,,empty
885,,,empty
886,,,empty
887,,,empty
888,,,empty
889,,,empty
890,,,empty
891,,,empty
892,,,empty
893,,,empty
894,,,empty
895,,,empty
896,,,empty
897,,,empty
898,,,empty
899,,,empty
900,,,empty
901,,,empty
902,,,empty
903,,,empty
904,,,empty
905,,,empty
906,,,empty
907,,,empty
908,,,empty
909,,,empty
910,,,empty
911,,,empty
912,,,empty
913,,,empty
914,,,empty
915,,,empty
916,,,empty
917,,,empty
918,,,empty
919,,,empty
920,,,empty
921,,,empty
922,,,empty
923,,,empty
924,,,empty
925,,,empty
926,,,empty
927,,,empty
928,,,empty
929,,,empty
930,,,empty
931,,,empty
932,,,empty
933,,,empty
934,,,empty
935,,,empty
936,,,empty
937,,,empty
938,,,empty
939,,,empty
940,,,empty
941,,,empty
942,,,empty
943,,,empty
944,,,empty
945,,,empty
946,,,empty
947,,,empty
948,,,empty
949,,,empty
950,,,empty
951,,,empty
952,,,empty
953,,,empty
954,,,empty
955,,,empty
956,,,empty
957,,,empty
958,,,empty
959,,,empty
960,,,empty
961,,,empty
962,,,empty
963,,,empty
964,,,empty
965,,,empty
966,,,empty
967,,,empty
968,,,empty
969,,,empty
970,,,empty
971,,,empty
972,,,empty
973,,,empty
974,,,empty
975,,,empty
976,,,empty
977,,,empty
978,,,empty
979,,,empty
980,,,empty
981,,,empty
982,,,empty
983,,,empty
984,,,empty
985,,,empty
986,,,empty
987,,,empty
988,,,empty
989,,,empty
990,,,empty
991,,,empty
992,,,empty
993,,,empty
994,,,empty
995,,,empty
996,,,empty
997,,,empty
998,,,empty
999,,,empty
1000,,,empty
